chroma_stft_mean,chroma_cqt_mean,chroma_cens_mean,melspectogram_mean,rms_mean,centroid_mean,bandwidth_mean,contrast_mean,flatness_mean,rolloff_mean,crossing_rate_mean,tempogram_mean,fourier_tempogram_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_21_mean,mfcc_22_mean,mfcc_23_mean,mfcc_24_mean,mfcc_25_mean,mfcc_26_mean,mfcc_27_mean,mfcc_28_mean,mfcc_29_mean,mfcc_30_mean,mfcc_31_mean,mfcc_32_mean,mfcc_33_mean,mfcc_34_mean,mfcc_35_mean,mfcc_36_mean,mfcc_37_mean,mfcc_38_mean,mfcc_39_mean,mfcc_40_mean,Label
0.30380645,0.55629975,0.26351118,1.3590286,0.090786375,5141.203527299825,2780.9062447242877,11.754631490024172,0.5379197,7725.177055027174,0.2058027626811594,0.10615868065443032,(0.23280128836631775-0.05588831752538681j),-362.97812,23.108997,33.200085,-3.5641284,0.31645983,22.081661,-11.804918,16.40181,-4.293679,10.3112135,-8.219278,6.5981064,-6.341921,8.668188,0.19026957,6.333803,-6.089908,6.5167947,-7.377944,8.09025,-3.8142295,0.67072946,-2.363253,7.8473334,-5.631923,1.4428177,-1.872253,5.350079,-4.4765997,2.1487067,-3.352501,2.1097553,-3.1436899,1.5082566,-3.5966506,2.3667364,-2.4797451,1.8049692,-1.7765491,2.373191,7965-3-16-0.wav
0.32371438,0.44640052,0.2466194,9.548053,0.2204842,1689.504349073765,1929.8232729891045,23.140086730176122,2.035178e-05,3178.4256114130435,0.046187160326086954,0.26918129701664206,(0.38266149163246155+0.0010639277752488852j),-119.61089,210.428,-63.33728,38.504684,-17.287268,3.7194252,-2.9661431,-9.709862,20.48131,-15.705614,6.7630215,-3.7917752,-3.9414861,7.806071,-14.4539385,4.087735,-9.684062,-6.1266346,4.3476295,-6.297134,6.87864,-0.060763948,3.9150312,1.7991462,0.49798518,5.215338,-7.880883,4.5624356,0.91679376,-1.979837,1.9096328,-5.4724746,6.347747,-2.5667884,-1.269597,7.461661,-0.52892727,4.937051,-0.68727654,-0.9516585,83195-9-0-11.wav
0.5987096,0.708917,0.2787841,7.7858377,0.21571364,2271.236301962983,3531.4599457823606,13.878785927782548,0.0027267083,4708.531334918478,0.0356643455615942,0.27739013210961044,(0.3973909616470337-0.0006365091539919376j),-81.77589,157.72224,-16.34384,23.997385,-2.7985392,16.400597,3.3184521,5.022105,0.5838485,17.460012,-3.732,11.614558,-8.761751,-1.8493776,-7.185579,3.2133615,-1.2864157,0.054640476,-6.5867033,7.110486,6.9260793,9.420641,2.036758,4.8321524,1.1020252,-1.4718773,3.222578,-0.311792,0.5688645,3.6508937,5.0704913,-0.014440669,0.8700306,-0.4913122,-4.389852,-0.08801515,-1.1241876,0.72933257,0.3542551,5.817159,189982-0-0-4.wav
0.07548258,0.5432216,0.25946125,0.095534936,0.012394189,890.1865346091705,596.1992709644429,12.53679558458053,0.90012944,1511.3187839673913,0.030390908061594203,0.011109559280490821,(0.05064762383699417-0.028559010475873947j),-676.9593,1.1691937,-6.036,-0.12902401,-2.860429,0.53398746,-3.7460186,-1.4264965,-2.1990724,-0.71720916,-1.2223909,-1.4662399,-1.0925199,-1.3866659,-1.5055813,-0.63466346,0.11614762,-0.13914713,-0.050371733,0.46158648,-0.54313076,0.20674916,-0.039492153,0.18237221,0.05673419,-0.112312846,-0.14387527,-0.16349994,-0.05198717,-0.39708164,-0.6165051,-0.58791053,-0.5032286,-0.3564252,-0.42955595,0.070950165,0.08450347,-0.5780479,-0.00057485,0.042613745,181624-4-7-0.wav
0.54417694,0.535953,0.25869134,6.434424,0.17445315,1610.888710724015,2678.420589223735,20.49742202149588,0.00048678892,2907.918648097826,0.0313575634057971,0.2759943548361678,(0.43602827191352844-0.0023015672340989113j),-163.12054,191.06465,-17.973444,13.803529,6.3773565,-17.192963,5.5990787,30.525854,17.08819,-10.834733,-8.213125,14.225741,-0.3594186,-5.4406624,-11.00182,-9.986604,-11.073334,-6.134624,-11.466609,-7.4784307,-7.421603,-5.268123,-5.506822,-6.0249186,-8.002689,-2.1457932,-3.3385904,-4.0903635,-5.93582,-3.7677543,-5.2247634,1.4408746,-1.3667566,-2.5843935,-4.85779,-1.0777576,-4.616072,-0.50475925,-3.6957605,-1.9197881,159742-8-0-12.wav
0.6250863,0.7313967,0.28002205,1.0625535,0.094636135,5407.202530093453,4651.42613900892,17.876202205681125,0.04906571,10640.335852581522,0.18719429347826086,0.11938517076354171,(0.653812050819397+5.6206947192549706e-05j),-74.98734,78.5931,-28.626387,26.504013,-14.279141,14.958574,-5.567478,13.316555,-3.6874123,5.0099483,-2.3820744,2.8664892,-5.5140657,5.490043,0.81067604,-7.081514,0.28727132,1.5548391,-3.075114,-0.9671877,-5.705635,2.68987,-8.778717,4.264741,-5.288835,-6.8057375,1.3353536,-3.001818,-8.605272,3.2581837,-2.5718093,2.155161,-3.069626,1.8183923,-4.655743,1.1661586,-6.9501147,1.9546316,-0.94666624,-0.20065649,162134-7-10-0.wav
0.69224423,0.4648035,0.24286573,13.011169,0.26152006,1660.5795098622525,2160.89526455067,15.081690920448011,0.00024592312,4203.218834918478,0.0496971240942029,0.2750965339344601,(0.30883288383483887-0.0008079105755314231j),-116.19377,223.8894,-47.47888,43.805553,7.4783053,-27.3194,30.776936,14.40809,-28.407251,0.7328701,11.8757715,-13.252448,-7.0941706,-11.094221,-16.171194,3.9200668,-8.377945,-9.048454,2.3269732,-0.6880098,-0.82357115,-4.8774657,-7.1575975,-4.120842,-6.4138656,-1.9501638,1.6061145,2.1303077,-2.0485787,2.2697294,5.092037,0.24451135,-1.7674751,-0.9460811,-2.3360894,-2.1903963,-2.8334484,-0.050996743,-3.3470466,-0.21949704,180127-4-0-12.wav
0.6068958,0.5797316,0.26493582,2.7374663,0.11323386,3339.1923073369067,4337.257051886179,14.43726479255583,0.008912037,6919.023862092391,0.05427423007246377,0.26827331174859503,(0.483424574136734-0.0064917998388409615j),-154.75186,120.73367,-27.07196,13.494704,20.255466,14.319831,-0.19777071,26.475698,-2.6867335,4.059193,16.125708,-0.19964989,1.5183179,9.772035,-2.257946,1.1193293,3.5028288,2.7737532,2.3908358,8.0691395,2.9199896,6.5777607,3.1718938,2.0688872,3.3287132,5.4482775,1.67763,1.1507118,1.3761377,-0.30413637,-0.24691755,1.0799972,-1.30318,0.6285773,-1.0883081,-1.6474422,-0.96663004,1.8475505,0.472354,1.7445577,197554-2-0-82.wav
0.6283382,0.68069786,0.27497032,1.7116985,0.113880835,5307.477259813886,4781.481543995706,17.7906153954733,0.04603019,10944.734205163044,0.18804347826086956,0.12883286376868747,(0.6351425051689148+0.0027863483410328627j),-55.22932,82.69961,-25.291899,20.808973,-11.698153,19.09187,-5.341456,6.25252,-6.5113897,6.056284,-3.1840014,5.81407,-6.4357367,0.6082541,-3.7889018,-4.10257,1.8317666,-2.4107938,-0.027579486,3.15565,-6.227162,3.1261826,-8.638238,2.045978,-5.45414,-8.860948,3.626302,-0.02495367,-9.611984,4.8000064,-4.641662,-0.29593277,-1.8158274,2.6398551,-3.576295,0.68985987,-4.0080056,2.2222536,0.7277872,-4.260459,162134-7-12-2.wav
0.4231204,0.6059703,0.26966995,1.327474,0.08437361,5116.00541688242,5605.391751781275,14.97283185767777,0.03099743,11460.532438858696,0.10440302309782609,0.21704365288477123,(0.5325291752815247+0.004806044977158308j),-178.08191,90.18128,-15.900125,1.078462,27.136923,7.3331156,1.4496117,16.178694,1.6019834,1.974337,13.974955,3.861242,1.0061272,14.5562525,3.6800637,-1.0319332,7.3084254,6.057845,-2.1518872,1.1526872,1.6331264,3.131874,2.3745227,1.4209642,-0.93202436,5.7752047,-0.27981603,1.9145421,0.91719353,1.7083641,1.6453701,2.9709926,-1.7315371,0.11191291,1.7325995,-0.100661084,-0.048209548,-0.9139664,-0.014103898,0.02949911,197554-2-0-69.wav
