chroma_stft_mean,chroma_cqt_mean,chroma_cens_mean,melspectogram_mean,rms_mean,centroid_mean,bandwidth_mean,contrast_mean,flatness_mean,rolloff_mean,crossing_rate_mean,tempogram_mean,fourier_tempogram_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_21_mean,mfcc_22_mean,mfcc_23_mean,mfcc_24_mean,mfcc_25_mean,mfcc_26_mean,mfcc_27_mean,mfcc_28_mean,mfcc_29_mean,mfcc_30_mean,mfcc_31_mean,mfcc_32_mean,mfcc_33_mean,mfcc_34_mean,mfcc_35_mean,mfcc_36_mean,mfcc_37_mean,mfcc_38_mean,mfcc_39_mean,mfcc_40_mean,Label
0.367455,0.5183021,0.26447242,5.585315,0.1657646,1288.9203055025794,962.0214503829853,22.076286039512002,3.1225052e-05,2426.323879076087,0.050566123188405795,0.26793007077999886,(0.30946215987205505-0.0013644873397424817j),-223.66716,269.43872,-38.014267,-61.22118,36.276432,4.510194,-47.429405,-6.6669626,12.246074,-26.554329,-21.878883,10.78005,-3.9873924,-21.347643,0.7910082,5.9632645,-15.325109,-9.947494,5.8700533,-6.164057,-13.612101,1.7647387,2.7730134,-8.634818,-1.3612235,5.3757625,-7.0990148,-8.590837,5.741143,3.4699707,-8.221108,-3.074345,3.3401327,-3.9049528,-6.230486,-1.5973629,-5.158786,-5.7931895,5.3899837,7.359917,99179-9-0-12.wav
0.14081912,0.56710446,0.25993654,1.1039542,0.019692244,625.7174792721373,734.8703212017958,8.821661906637727,0.7558438,1305.848335597826,0.013049139492753624,0.01809908238679025,(0.0979301705956459-0.04639212042093277j),-471.14972,29.422209,-4.1165943,5.763593,0.15265709,1.843829,-0.4127803,0.34593886,1.4592301,0.8238536,-1.6901007,-0.64179313,-0.7931513,-1.5926269,-1.464569,-1.1024138,-0.4366448,-1.1321568,0.24723454,0.016100027,-0.3333603,-0.24020796,-0.076178946,-0.34640595,-0.27579954,-0.20590764,-0.2540987,-0.7809963,-1.0261061,-0.19858742,-0.86273795,-0.73053384,-0.46619657,-0.361902,-0.42838037,0.03980622,-0.21428362,0.037839755,0.0064269183,-0.34198213,145206-6-4-0.wav
0.30707812,0.2976796,0.20322415,11.630734,0.23817493,2012.3187953911897,3157.3934823115783,18.56076708239212,0.0017884489,3654.715098505435,0.035391191123188406,0.16822022443537388,(0.44101908802986145-0.00526554835960269j),-135.25278,168.90834,2.8647275,16.263212,-21.2659,10.017762,-13.067264,1.0048984,-11.903946,-9.682295,-13.168458,6.9711823,-13.85539,-13.736154,-21.100105,-5.8630805,-12.269169,-4.121824,-5.439143,-7.414757,-1.5074288,-1.6569294,-9.865191,-7.7656674,-0.0035600855,-1.1550345,-5.8049974,-9.192792,-3.8179202,2.016333,2.9982214,2.7603374,-7.012534,-2.9317548,-6.748684,0.6827105,2.2162347,3.1839228,2.4544027,5.62904,155217-9-1-24.wav
0.4399169,0.62684226,0.2807439,5.607081,0.1793896,2550.0525678952936,3090.6339233806775,18.107315581896454,0.0033658722,4523.595448369565,0.06647843070652174,0.2694699940452609,(0.4390607476234436+0.00045702653005719185j),-77.61404,157.44557,-51.896984,5.301183,-9.851479,9.026561,5.993363,-0.6602699,-5.218963,-3.5751648,-5.368103,-1.0900939,-5.1494446,-1.0688301,-0.22522461,-0.9549325,0.32107538,4.885714,-0.8851103,0.61619323,-3.02796,-1.4320941,-3.1439905,-0.79462343,-5.742269,-1.662136,-2.912029,-2.6123273,-2.5417633,-0.2448459,-2.9189436,1.6831928,-1.7378623,1.2525016,0.3419399,0.3578217,-2.0633981,0.56946164,-1.8682338,-0.10440643,193699-2-0-109.wav
0.44398496,0.7098444,0.2827191,4.2567997,0.14539853,1824.3491014801543,3543.0566815941675,16.8830668887299,0.0011162853,2019.1278872282608,0.03483355978260869,0.26175907855323816,(0.41199469566345215-0.0011527544120326638j),-159.6546,187.64331,20.186646,-20.847548,-9.242623,1.1021588,3.7373612,8.980243,4.8785734,6.149881,4.1404395,6.7215176,2.343436,2.3999774,-2.2349093,-0.2538263,-3.2126641,0.18981288,-1.626197,0.36985895,-2.4281483,1.4187791,-1.2987916,0.16626476,-1.3375723,0.27346188,-4.0041466,-0.98697096,-3.2726116,0.28396097,-0.69735295,1.1327572,-1.3213526,-0.043310523,-3.4562366,-1.2481208,-3.5322368,-1.5385151,-2.426252,1.1259346,148632-8-0-13.wav
0.23117255,0.47044128,0.25512087,8.349789,0.2290977,3002.811808814119,2934.532456484021,18.339117311110606,0.00023798554,6448.601392663043,0.06764181385869565,0.2856974348091086,(0.4218044877052307-0.00037476758006960154j),-122.90312,133.27502,-66.6443,42.227486,-86.258354,-1.5130203,22.062689,31.921757,29.731108,8.999783,9.14682,-11.857673,6.7517805,2.9827418,18.560743,7.8138094,-1.1592615,-0.7816385,-2.6371195,4.270812,-1.3945597,13.86142,6.4410944,8.09094,6.3413453,-3.6570933,2.640443,-2.2974372,-0.9781214,-1.3293726,2.9313598,0.7695636,1.9273715,5.027353,2.922329,8.067865,3.6943002,5.3764973,0.7554038,-1.5705559,122199-3-1-6.wav
0.74119776,0.53392303,0.25476336,24.342821,0.3518359,923.6489520698606,1279.0525105667018,18.246467529985047,9.335239e-06,2290.8207370923915,0.014464447463768116,0.26383780906647497,(0.34106212854385376-0.0006550083053298295j),-171.74986,223.82658,-39.40294,8.089999,60.27637,-2.3163168,8.151036,32.285522,0.010132721,10.32961,27.126146,-0.43116173,2.3923676,14.886163,-6.847965,-3.913532,11.758961,-2.6651134,-2.2198777,9.752807,-3.154732,-4.3167458,7.4623876,-1.6778275,-3.795437,5.886863,-1.320531,-3.135613,5.725112,-0.65912986,-3.5793235,3.8449516,-1.6099542,-4.3145466,3.411094,-0.28713024,-3.2122905,3.2694314,-0.18374225,-3.5330348,36429-2-0-14.wav
0.5573128,0.29530814,0.20882832,18.22996,0.30473718,1096.9987470028848,2573.3868234505117,19.164396757374675,0.000126298,1454.9579653532608,0.012961390398550725,0.2773456692488485,(0.42870402336120605+0.00026951328618451953j),-174.63194,179.3838,14.763921,44.845863,-1.8037446,23.579674,4.9064603,23.584871,7.98382,13.981352,8.565953,5.9312897,1.0947477,3.366775,5.449149,1.7108243,8.320484,-0.7298473,2.7561824,-0.83852494,-6.347199,-8.118453,-5.5870457,-8.120359,-1.3571731,2.3569534,1.322129,0.8632907,-1.0170851,-0.69513416,-5.395898,-3.9051929,-1.3058687,0.4246444,-1.415921,-0.691831,1.8836093,1.8309733,1.1699071,0.10062294,113202-5-0-0.wav
0.65306026,0.33009264,0.22801553,11.100101,0.23855512,1178.7769095187318,2580.45123601979,18.420045848365945,0.00018300077,1711.2967051630435,0.014230921648550724,0.27906295012718557,(0.42473819851875305-2.9543252821895294e-05j),-175.98514,185.92853,7.9961753,38.74703,-6.971085,21.1181,4.365588,20.664747,8.654868,11.894865,10.20766,9.683416,2.72085,2.6378925,4.7001905,-0.51858413,7.4216485,-1.4882699,-0.07005392,-0.16570435,-8.018106,-2.4422371,-5.1486387,-5.9585176,-1.5276039,2.9121692,3.1085057,1.9402786,-0.53966105,0.18123882,-3.306036,-3.2004502,-1.9618037,1.4852468,-0.977624,2.2275183,1.438774,2.0264401,0.9954861,-1.0131015,113203-5-3-1.wav
0.61292154,0.35345408,0.22367333,20.650955,0.33567986,2317.0298910770907,3401.674071497138,19.99241950973764,0.00010483863,6069.679432744565,0.027137115036231885,0.21931507384889565,(0.5075185298919678-0.0005095006781630218j),-83.0929,164.6313,-10.301366,68.045975,-35.313942,40.37169,-14.168176,26.65786,1.5868775,5.825931,-0.052557267,-1.0865631,5.9536047,-6.729409,9.632127,-4.61847,9.534335,-5.3300323,0.7140056,-6.1876516,1.3073417,0.8853404,2.9496033,4.9414716,0.031831734,6.670001,-1.2937589,7.2769194,-0.8907782,1.37554,-4.042599,0.7099151,1.1428947,1.1071359,2.124163,-2.9868085,4.711024,2.2812772,6.0872107,2.0453947,156358-5-0-2.wav
0.47206247,0.3997664,0.24532276,1.5376573,0.15771762,6487.273844733521,4541.344904409766,15.049519048640013,0.07354509,11747.080078125,0.2393653759057971,0.2545795204824597,(0.3914952278137207-0.0006632712902501225j),-43.677345,31.957481,-34.978325,54.183346,7.2365007,7.7837334,-18.910637,18.977064,-19.638882,-8.480364,-9.665682,4.8304577,-15.467609,-3.9024382,-0.37495923,-10.871646,-6.813814,-2.8979852,-12.428864,5.066745,-7.1671267,5.889147,-4.1969075,-11.311942,0.48925206,-4.7155213,0.78815466,3.473795,-13.7674055,0.79921055,-7.026496,0.09385871,-4.21314,2.9521813,-4.4477973,6.5190473,-3.4519694,4.1274924,-4.5321393,-5.7732143,180134-4-2-3.wav
