chroma_stft_mean,chroma_cqt_mean,chroma_cens_mean,melspectogram_mean,rms_mean,centroid_mean,bandwidth_mean,contrast_mean,flatness_mean,rolloff_mean,crossing_rate_mean,tempogram_mean,fourier_tempogram_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_21_mean,mfcc_22_mean,mfcc_23_mean,mfcc_24_mean,mfcc_25_mean,mfcc_26_mean,mfcc_27_mean,mfcc_28_mean,mfcc_29_mean,mfcc_30_mean,mfcc_31_mean,mfcc_32_mean,mfcc_33_mean,mfcc_34_mean,mfcc_35_mean,mfcc_36_mean,mfcc_37_mean,mfcc_38_mean,mfcc_39_mean,mfcc_40_mean,Label
0.51383084,0.6843939,0.2825399,6.6217647,0.094588496,2660.722229559275,3634.28320743831,17.60209370559843,0.0036922495,5208.476137907609,0.052959408967391305,0.12844585665908212,(0.4992121756076813-0.0003326383011881262j),-265.09274,116.33963,-7.969791,-1.3245612,-5.8440948,1.5175767,-5.2781334,4.7413692,6.5424337,3.4759092,3.3654294,1.9514288,-2.5897117,-2.4616327,-1.0638577,-0.23630397,-2.5901458,-4.610636,-3.6765597,-1.2298009,-1.6127689,-0.21620598,-0.97811633,-2.2367327,-2.5939834,-1.9717919,-2.0479057,-0.9504743,-1.1661996,-1.5401834,-1.7238736,-1.9007218,-1.7783599,-0.6987492,-3.7480226,-2.4326105,-1.0619721,-1.1385227,-0.66590035,-0.30139542,180977-3-1-5.wav
0.26511654,0.4757715,0.2485917,8.030716,0.21441498,1641.7496840954366,1559.704531219493,23.165144108853205,3.3072534e-05,2466.8312669836955,0.05521965579710145,0.2699939594499265,(0.44050922989845276-0.007899997755885124j),-187.73807,187.56665,-71.226105,-16.385817,-24.648783,-7.9627457,9.25184,10.283428,13.325418,-5.4160833,5.147081,14.604809,16.882141,16.38233,7.2672596,2.8630033,1.4576532,3.7846687,-2.492415,-5.9202857,-3.5281122,1.4873158,7.2214794,1.0644345,-3.072996,-2.19853,-3.247934,1.2734826,7.3141856,1.8370079,2.5543573,6.871506,1.7707316,-1.6519482,-5.202277,-5.3799996,-2.1694293,1.8651813,2.6700585,-0.34087816,24347-8-0-77.wav
0.31880358,0.48033407,0.26357624,6.539703,0.13229643,825.8511013222504,1174.5267018482436,12.125446037606732,0.47844556,1672.8490149456522,0.018005548007246377,0.13331599758793597,(0.22431747615337372-0.0446942001581192j),-330.73917,109.322,-21.462624,21.839281,0.9363796,-2.776164,0.59089184,-2.4245615,-1.1916856,3.9024467,-3.4757607,-1.6015186,2.6978776,-2.2832913,-0.23192966,1.5251721,-4.6969337,-0.40468127,0.062254958,0.6552936,-1.8690709,2.6519792,-2.074807,-0.33488873,1.6716304,-1.7514915,0.21799374,0.109402806,-3.3970523,1.8028288,-0.34521502,-0.9225056,-0.58507746,0.06858613,-1.8036864,0.5427395,0.55657357,-0.16164736,0.22512685,-0.73138845,22883-7-63-0.wav
0.30522716,0.6276954,0.27975202,9.5090065,0.23752026,1371.673345265068,1718.2387912675947,22.23044263994033,8.061588e-05,1810.723930027174,0.05174082880434783,0.2839368152880396,(0.5094464421272278+0.0037852078676223755j),-154.06155,220.97922,-39.81007,4.253315,-25.658243,13.411631,5.275162,17.64572,11.586927,-2.593338,3.8775687,15.257175,12.738947,-0.18339746,-5.0760174,-3.6182928,-2.9765499,-3.9811661,-6.14991,-14.39431,-9.024929,-8.061802,-3.7962177,-4.977459,-6.6353593,-4.3558054,-2.7991443,2.2526119,-0.21190831,-2.9685109,-1.6002147,-0.92038786,-0.3364216,-0.9829063,-1.0708814,-3.0148413,-2.8561933,1.7560395,-1.1018646,-1.7047303,24347-8-0-63.wav
0.26065803,0.4281662,0.2600393,6.5446773,0.19592515,1820.284543254012,1672.953025774368,23.09665105618478,5.1273455e-05,2914.7843070652175,0.05891077898550725,0.2788944159419793,(0.5588541030883789+0.002829951699823141j),-196.4591,174.0677,-78.98512,-13.737887,-34.674465,-20.862932,9.713495,9.942283,16.036222,-6.0396256,-2.8618155,13.0404215,16.340628,11.244711,0.56754506,1.1924788,4.068862,-1.5376408,-3.2748058,-0.31566542,-3.7441392,-4.941769,-2.1325488,4.806765,9.901966,1.5214676,-5.0632267,0.24563266,5.5076704,1.2838013,-0.9696624,2.0251446,-0.5537997,-0.048241876,1.3828535,-1.9866314,-1.637206,-2.3663876,-2.7569604,-0.36506006,24347-8-0-88.wav
0.70636034,0.34373632,0.25100613,12.056815,0.2502456,4215.564877436583,5446.320117502791,13.29248405231652,0.012070708,11349.183933423914,0.06032325634057971,0.2855013037411446,(0.38410839438438416-3.1752392715134192e-06j),-53.30629,114.51783,38.710297,20.79881,-12.412291,26.57746,-10.986194,9.482364,4.2885404,11.1324625,-2.2673352,12.186702,-4.1388,7.8804235,-1.8410156,3.627791,1.5620935,3.5337837,-1.727746,6.0906787,-2.4478123,4.575861,-1.1178825,3.6009157,-2.1120524,0.9237318,-2.2723591,1.7412251,-1.709421,-0.5979954,-0.4201502,-0.14239864,-1.5998482,1.7170337,-1.1364864,0.46611086,2.090895,0.93007386,-0.54913956,1.1630493,146709-0-0-59.wav
0.35118845,0.58256763,0.27662036,3.8133821,0.14436185,2889.802578395406,3058.0025523378445,20.302688768956646,0.0025678694,5302.972571331522,0.0803413722826087,0.26524886172456674,(0.4895789623260498-0.002716563642024994j),-120.71363,141.6417,-58.927456,18.067625,-31.380404,-7.641793,-8.255834,6.632473,-19.07324,1.776019,-2.2038157,4.949374,-1.8853186,-0.45378214,1.9320306,-2.4576406,-5.1179376,-2.0804968,-1.6097791,0.7669738,-2.6556845,-1.401725,2.324634,1.7860748,-3.0239923,-3.184081,-0.355965,1.5552174,0.3610608,-1.5729485,-1.6280025,1.7783849,-0.8644362,-4.2351584,-1.3403364,1.2540252,-3.3013418,-4.9494643,-1.9904569,0.81766045,174032-2-0-18.wav
0.44195065,0.5637127,0.27470043,4.284568,0.16973613,3102.5777028243842,3067.875265842889,18.129346243138023,0.0041622687,5968.254925271739,0.0857124660326087,0.236885555408196,(0.5138283371925354-0.0012530016247183084j),-59.93307,142.53822,-66.875885,28.594193,-28.933142,15.396771,8.663159,11.966327,6.020375,9.431752,-9.585116,-4.106587,3.2352712,11.234791,-3.052808,1.0900675,7.6724524,-2.0497272,-7.617392,6.0972104,-2.3425343,-1.1439602,-0.6330295,0.012714795,-7.1573844,-9.693887,-4.965674,1.4617674,-8.291068,-5.5373125,-6.003542,0.32544765,0.98036563,0.57902354,-4.2541986,-0.37973133,-4.737637,-0.15940286,-0.720343,1.0848439,128160-5-0-15.wav
0.4131272,0.61729115,0.27466983,2.1757581,0.11636505,3776.908245434534,3889.828049505916,14.676859593197767,0.016938405,7172.304262907609,0.1023041213768116,0.2525347841760929,(0.4408717155456543+0.0056282221339643j),-87.9731,114.97553,-45.625412,19.058344,-19.00446,13.270335,8.794276,10.972312,-16.555914,6.000206,8.846582,3.8908808,-0.19142239,10.627001,-8.57549,4.7845893,-2.5086927,3.8039877,6.3926935,1.1703893,-2.778575,7.5302486,-0.059277788,0.55100304,-3.256756,-1.9843363,1.4796774,-1.5313286,-0.98805654,1.1397957,1.4248614,1.6534657,0.34574842,2.9136965,2.742458,0.99182874,1.0163199,0.12802473,2.2905796,1.823142,107653-9-0-14.wav
0.6685138,0.5302384,0.27246225,9.905387,0.22909793,3481.750513120645,4847.109598906847,12.94984748345458,0.012615955,7592.919497282609,0.058288043478260866,0.2696177898904544,(0.40889817476272583-0.0010816870490089059j),-65.13181,135.88275,27.160938,13.133857,-2.070716,15.00743,-9.036466,11.873855,-2.0004387,10.217602,-2.765334,8.569655,-2.1627393,7.369202,-6.5013585,4.055615,-1.5859046,3.1648242,-0.5118029,3.4505243,-1.0402437,1.4883393,-1.4957974,2.028479,-0.8087666,-0.91581625,-0.15799199,-2.1437922,-0.62520736,0.17515208,-0.9956472,-1.5973921,-1.277621,1.8833287,0.8882113,1.255607,-0.3475479,1.3643391,-1.1770557,1.9246628,146709-0-0-65.wav
