chroma_stft_mean,chroma_cqt_mean,chroma_cens_mean,melspectogram_mean,rms_mean,centroid_mean,bandwidth_mean,contrast_mean,flatness_mean,rolloff_mean,crossing_rate_mean,tempogram_mean,fourier_tempogram_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_21_mean,mfcc_22_mean,mfcc_23_mean,mfcc_24_mean,mfcc_25_mean,mfcc_26_mean,mfcc_27_mean,mfcc_28_mean,mfcc_29_mean,mfcc_30_mean,mfcc_31_mean,mfcc_32_mean,mfcc_33_mean,mfcc_34_mean,mfcc_35_mean,mfcc_36_mean,mfcc_37_mean,mfcc_38_mean,mfcc_39_mean,mfcc_40_mean,Label
0.71006936,0.72301126,0.27960747,10.377062,0.23401016,1399.2024142959262,3199.9489985437745,16.0060071034412,0.0005084568,1723.2804008152175,0.016566179800724636,0.28347127814951845,(0.4057128429412842+0.002123501617461443j),-148.81529,193.3771,25.317558,-5.4364038,8.503513,13.088935,5.0448456,10.9413395,3.5105858,3.4601707,3.7623007,5.089063,-2.2432208,1.3292533,0.7627443,3.1346562,2.6388443,6.966545,2.092782,3.428476,1.4217318,3.170437,-0.04644282,3.1190104,0.58978844,2.629283,0.068623774,1.8312019,-0.8409279,1.192037,-0.9244533,1.4482024,-0.8374893,0.5428572,-1.5306916,1.2303132,-0.8252767,1.0584078,-0.9560963,1.5905553,178686-0-0-42.wav
0.5694329,0.50762224,0.2705525,0.37297633,0.07712838,5333.723475009322,3850.702781273836,14.164144720548073,0.040106244,9309.396654211956,0.18307150135869565,0.13724581189999643,(1.3074400424957275+0.0018015215173363686j),-148.4322,57.332043,-59.969803,50.498047,-9.391875,24.314428,-6.416288,13.769017,-5.108749,6.611677,-13.803077,0.15084545,-1.3575692,7.6835427,2.358232,0.011472066,-0.2585507,3.6969223,-5.066149,2.9582186,1.2478781,-6.136935,-4.763209,1.311431,-1.1040083,1.7895299,1.063839,-1.1101385,-0.46321782,0.78925127,2.3608084,-2.8648734,-2.4208968,5.6799297,-3.7255478,-4.0178328,-2.596366,-5.5751343,3.1463785,0.10851763,104998-7-17-8.wav
0.2348499,0.46236026,0.24421182,4.213053,0.14035231,763.7191703386547,1280.106164675592,18.029351109147445,2.4977582e-05,1068.6086107336957,0.023004415760869566,0.2578311340678739,(0.3182179033756256-0.0022792036179453135j),-285.63016,210.5321,33.42244,-11.936591,1.8367561,-3.6875277,-7.9081807,-11.219625,-15.161416,-5.676419,2.2497046,-1.1769805,-1.2505697,1.1112734,-0.6874411,2.9292293,9.69054,8.236341,5.374667,5.6889257,2.5010312,-0.38315696,0.98108315,1.3954219,0.94152015,1.382196,0.98892355,1.7907108,5.642225,8.395976,5.639255,0.5880401,0.20512737,3.2531831,4.393191,3.8239658,1.8089763,-1.0037265,-0.5425755,1.610179,115239-9-0-3.wav
0.5326306,0.62084466,0.2769548,0.959906,0.077217974,3485.904665067625,3099.403652052487,18.366225731018766,0.00037652935,7101.525560461957,0.10624292346014493,0.25444529096177954,(0.46828359365463257-0.00945190154016018j),-152.45113,152.97751,-78.30556,73.7246,-43.689503,35.79291,-11.956991,8.647392,5.415131,-0.78594,14.832742,-10.112964,14.249881,-6.8104777,4.1027975,-5.9350266,-0.5734371,0.857974,-5.267087,5.0098867,-6.0311007,3.1245806,-2.9261534,-0.18380883,-2.3610823,-4.857207,0.58203477,-4.6985974,0.42322356,-2.7532558,0.96999186,-0.08613385,-2.7789254,-1.0725638,-2.6361554,0.83607507,-3.2430565,-1.4721966,-1.9596338,-0.92301184,80806-2-0-3.wav
0.41229388,0.603224,0.27273083,3.4452512,0.11468614,1727.2257910936996,2630.2379301471165,16.65720482895919,0.0006995927,2759.9949048913045,0.0381637794384058,0.2809097821217573,(0.39871519804000854-0.00189144816249609j),-185.17992,187.14833,-17.034876,3.3643363,-7.9974494,-5.987253,-17.193932,-10.042752,-7.8225474,-2.0729318,-2.4467611,6.4990134,-2.9465063,-1.8383771,-0.88979715,3.990002,0.5342021,2.0990098,-3.0146172,-4.9860177,-1.3429105,1.9008489,-1.3577104,-2.0445507,-3.059082,-4.6528707,-3.9482555,-5.3824954,-1.663262,2.3965805,1.9784842,-0.26449838,0.820117,-2.5167782,-1.3979433,-1.3657386,-1.6471919,-1.8833164,-1.9488168,-2.2474883,13577-3-0-0.wav
0.3586696,0.60461944,0.26745486,2.908583,0.13476345,2052.5227460896895,2081.9093638461054,19.707367048712577,5.9848062e-05,3584.1860563858695,0.07095363451086957,0.27664761956760137,(0.37633219361305237+0.00435237493366003j),-146.73538,194.81123,-70.849106,40.947044,-11.707381,5.3503575,-17.814276,11.629294,3.8862686,-6.199536,1.3066792,6.066387,2.6280527,-8.505693,-0.797055,-4.5951815,8.796432,5.3261504,6.005228,6.7031393,-2.2061808,0.46538916,1.8252388,5.2208085,1.7420182,-0.97838235,-3.2412071,-9.22827,-10.073807,-7.162093,-0.024952808,-8.667115,-5.126675,3.3942163,11.272344,5.10703,-10.163848,-6.0674124,-3.0043705,4.5872617,72259-1-7-19.wav
0.43301728,0.5303994,0.27249825,0.64864403,0.09873149,5187.8081233061575,3738.2452145294383,15.014009715163985,0.025796989,8940.5859375,0.21381623641304348,0.11456648299212875,(1.176274299621582-0.003277380717918277j),-121.878815,58.739277,-69.876396,39.538925,-13.884669,27.173347,2.3914182,18.084633,-7.7090473,3.337151,-17.664677,1.0121882,3.4758146,7.9129124,-8.364409,-0.18118693,0.6329797,2.256536,-4.1297746,5.863192,2.0433023,-12.314119,0.57982486,9.435625,-4.1225524,-5.7964473,0.06222587,2.8083658,3.7676053,-5.954415,-8.120979,4.7793536,-3.4054306,5.600054,-9.019666,-1.2016394,3.9500496,-4.549811,7.583028,1.4581294,104998-7-19-7.wav
0.67356336,0.6168648,0.2643914,6.636403,0.07195695,2759.1356504060946,4173.486370223879,14.402008460952112,0.0033431433,6293.250254755435,0.028161798007246375,0.10596801409816708,(0.43662190437316895-0.011242360807955265j),-373.2643,69.7483,6.147695,3.239468,-0.047321882,3.2613933,0.24482705,4.2868657,7.684106,5.831796,4.438827,5.271592,6.2810555,6.503326,8.000332,7.610302,5.170873,5.5276456,5.9791737,4.7674813,2.7708137,2.10868,4.108827,2.4530544,0.82478476,2.1290994,1.6559814,0.4894727,2.0460894,1.7412412,1.0765095,4.038679,4.2935715,2.0726988,2.6158836,3.6623647,3.0763042,2.0962827,2.6065247,2.4147007,65381-3-0-7.wav
0.42415965,0.6643355,0.2819954,7.4436274,0.21345174,2245.5722851141027,2337.036024544367,17.147694466810403,0.000674245,4136.309867527174,0.0669822803442029,0.2680959209954862,(0.42294183373451233-0.0010980382794514298j),-76.43538,181.72043,-74.67595,20.48487,-20.852304,10.151781,-4.282482,1.1049284,-20.179073,1.17817,-1.7373881,-11.281037,-0.93030155,-4.302038,8.056624,0.69244325,-4.7118382,1.6322584,-1.3969741,-2.0853922,-2.6710098,-2.2772336,-2.6983933,-0.2051053,-3.0608094,-2.4725928,-1.3522117,-1.1710954,2.5227425,-1.3037064,-2.9585342,-3.2210152,-3.8285568,-4.2178288,-0.52246207,-2.524874,-0.24212824,-2.649887,-3.0881822,-1.4353338,49312-2-0-10.wav
0.27855095,0.62265867,0.27714294,7.165981,0.20175529,2363.8523809522676,2747.2218292059497,19.152016332156673,5.679881e-05,4751.348080842391,0.06242781929347826,0.2815989199780227,(0.39293333888053894-0.0005590180517174304j),-94.09143,174.68094,-50.49705,28.984697,-37.92676,26.08857,-10.608452,7.3779473,2.6541245,-16.095997,10.331545,-8.449977,7.905693,-13.313328,-0.21236803,-1.7115172,-0.8454844,7.0158925,-9.3252325,1.9289459,-10.122358,-1.6564364,-3.9716082,-2.53384,0.40142328,-6.7698116,1.5403713,-3.7563987,1.3125405,-3.5620956,-1.6024765,-1.545732,-3.8731399,-0.26104793,-4.2035384,0.43068662,-2.2136998,1.3116802,-1.0190219,-1.8020543,203913-8-1-2.wav
