chroma_stft_mean,chroma_cqt_mean,chroma_cens_mean,melspectogram_mean,rms_mean,centroid_mean,bandwidth_mean,contrast_mean,flatness_mean,rolloff_mean,crossing_rate_mean,tempogram_mean,fourier_tempogram_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_21_mean,mfcc_22_mean,mfcc_23_mean,mfcc_24_mean,mfcc_25_mean,mfcc_26_mean,mfcc_27_mean,mfcc_28_mean,mfcc_29_mean,mfcc_30_mean,mfcc_31_mean,mfcc_32_mean,mfcc_33_mean,mfcc_34_mean,mfcc_35_mean,mfcc_36_mean,mfcc_37_mean,mfcc_38_mean,mfcc_39_mean,mfcc_40_mean,Label
0.6238764,0.41749015,0.23910962,13.7164955,0.26748404,1284.9229275182495,1995.8275341455203,16.738845829509728,5.0940165e-05,2544.475628396739,0.022131170742753625,0.27528632680886783,(0.40216127038002014+0.0007384145283140242j),-123.74825,209.926,-35.370396,54.61229,-0.9614005,24.674932,-4.3726144,-4.76007,5.296324,2.6769242,9.955504,-9.316782,5.751067,3.686229,6.421619,2.524762,-1.1626924,2.0340202,-1.63613,0.43776625,-0.44388038,5.200589,3.0188632,-1.1193124,-1.2697918,1.4227102,1.1426,1.7214522,2.1582048,0.39242208,3.983143,1.463699,-0.7165182,-0.22158946,-0.115211196,-1.454781,0.52136433,-0.8659675,-3.4255264,0.24028361,44737-5-0-2.wav
0.6628919,0.51138747,0.26323542,12.137254,0.25963983,1193.760238083618,1711.1676397295132,18.219892582057685,4.1514024e-05,2386.315811820652,0.018669327445652174,0.26945414736024836,(0.39772218465805054+0.0007029485423117876j),-152.58997,224.46074,-49.729557,30.357546,-0.6889019,-12.363647,25.046976,9.380218,8.83271,13.770536,21.226576,8.164848,-4.78308,2.16908,5.272091,10.130086,3.948441,1.3526518,4.5196805,4.57683,9.144885,4.414862,-0.18692483,-0.04722435,0.520914,1.712569,-1.5361515,-0.50025296,1.3924048,1.5470641,3.4271152,1.9040129,-1.6014404,-2.6239223,0.6341291,1.4511981,-2.242215,-1.8674023,1.5390961,1.9162041,209992-5-2-81.wav
0.71127605,0.56828946,0.2701257,8.420695,0.2034395,2655.959599556757,3874.692889506948,15.475101854326986,0.0018447195,6160.99269701087,0.02332144474637681,0.16476659459019824,(0.7808595895767212-0.008042530156672001j),-153.80525,125.744804,3.16556,62.274487,1.0560882,12.639645,1.5498995,38.20771,6.404632,19.761639,1.8486649,6.8734245,1.3302631,4.6030354,5.6115665,-1.5555668,-8.37067,4.0049367,2.1668465,1.1424553,-0.12243675,3.087129,0.93085444,-0.77139944,-2.4783826,3.3958135,-2.0242684,-0.10872827,-1.79047,0.44817594,-2.7708077,-2.0063338,-0.7516934,2.2252686,-0.56772405,-1.7221876,-2.707188,-1.3003261,-1.4565806,-1.4582753,201988-5-0-8.wav
0.5866554,0.42420173,0.2550856,8.913496,0.21548289,2078.1229774860417,2755.5932756886987,19.16542851721465,0.00057930883,4902.080502717391,0.042028985507246375,0.2805165749418877,(0.39824000000953674-0.0006617408362217247j),-97.53426,183.79619,-40.947,48.313633,-32.715908,28.829132,6.798834,12.39583,-0.37333918,7.553752,-4.276683,0.9058836,0.5848785,-4.1085644,-3.1177056,-2.781821,-3.1908836,-2.6884313,-2.9190574,-7.106431,0.37435392,0.114187025,-4.0775833,3.8523872,2.014228,-4.1468267,3.1035078,-0.83515245,-0.26920432,1.4205338,-0.062168375,0.008582118,-0.92007613,-2.3217018,-2.4496543,-1.7136732,-3.246364,-4.341224,-0.94027734,-4.9067774,177537-7-0-21.wav
0.119454935,0.52372587,0.25406635,0.51552653,0.0373883,1367.51878583094,1071.4438827658146,12.060616049549235,0.7775312,2523.8162364130435,0.045912590579710144,0.03285472585610717,(0.09923680126667023-0.04718824476003647j),-536.78876,8.00924,-17.171434,2.2178857,-5.637178,-1.661287,-2.5247931,-0.44253412,-4.2354527,-0.8579634,-4.094876,-2.310975,-1.5587476,0.42206082,0.57205385,1.1099269,-0.7883377,-0.8595956,-0.8895553,-1.4259031,-0.25144303,-1.5565046,-0.53652,0.34051818,-1.5963931,-1.7002647,-0.9142798,-0.33477753,0.5033859,0.7455501,0.22455509,0.8490935,0.5195883,1.2200168,0.596726,1.0446488,-0.00134666,-0.2013131,0.50373745,0.37937254,135849-4-0-0.wav
0.6162937,0.43830118,0.25454536,9.778657,0.22727975,3056.7238218543357,5463.512760393944,13.925113236407988,0.0029405572,8593.93257472826,0.029763926630434784,0.2855450730343268,(0.36777541041374207+0.00013278378173708916j),-123.24964,139.43338,45.85916,4.8358808,11.956031,4.492426,5.7764606,11.89964,2.929711,13.114875,4.9325805,9.690484,4.3432956,-2.8336499,3.0737386,8.333929,4.362347,5.461792,0.36686274,5.5248013,-3.0810823,6.8106713,-8.984559,0.5737349,-4.3937173,4.1247044,-0.5870498,2.8367138,-7.5267296,-1.012498,-0.6153066,5.8466105,-1.8725697,0.024262525,-5.481519,-1.2797586,-1.8000262,-2.3234782,-5.386991,-5.535009,146845-0-0-21.wav
0.73606336,0.45274884,0.25003526,3.4335515,0.124359295,2623.392178650605,3953.6814679600543,15.84552700246357,0.0015478631,6198.129670516304,0.020234658061594205,0.16166013294994921,(0.7076467871665955+0.0012553519336506724j),-210.77522,122.671524,5.459956,60.69433,6.5466585,13.532116,0.1966991,36.39389,9.399172,19.128952,2.36915,7.289855,0.39928192,2.561253,7.5070696,-1.461034,-7.9905396,5.263907,4.1221886,-0.015002928,-0.21521804,2.238896,0.6943389,-1.1551456,-2.2511747,3.8571115,-2.240956,0.38812122,-0.6178379,-1.1912998,-2.5637076,-1.8743578,-1.2560451,0.8667836,-0.27275717,-2.274929,-2.6508677,-1.1361088,-1.1899678,-1.7876778,201988-5-0-21.wav
0.6111022,0.41924134,0.24906583,13.040197,0.26117522,3065.1980554452625,5484.21327844463,14.004917090012318,0.002883704,8666.271654211956,0.02955587635869565,0.28151667189951185,(0.37409716844558716-0.000732622982468456j),-112.281456,138.25041,46.774094,6.432157,11.191622,6.5588317,5.2865367,10.151913,4.462986,12.98842,6.129734,7.1338344,4.6905465,-3.096977,2.7442849,8.852543,8.257913,5.462458,-1.9821584,6.3367443,-2.8033,6.1970816,-7.5082397,0.56985754,-6.345814,6.3949976,-0.87013656,4.400702,-7.135501,-0.55115145,-0.50677836,4.744668,-2.6616905,0.042290453,-5.5952816,-0.5545028,-1.1432977,-1.7163006,-5.394794,-6.045233,146845-0-0-35.wav
0.64785665,0.52130044,0.25438368,12.944441,0.2682405,1174.430426501697,1679.4366217299932,18.21262415385774,4.7280515e-05,2272.033797554348,0.01868772644927536,0.262470480636085,(0.39779701828956604+0.0011212712852284312j),-152.37192,225.04842,-49.25448,27.281244,-1.0539161,-12.828653,24.247765,7.5646143,6.5273485,14.341306,22.805899,9.3475895,-4.289203,2.7796023,7.259744,12.582654,5.677618,2.3929613,5.6391144,5.5746355,9.693664,4.4064445,-0.62131685,-0.4023992,0.814101,2.8552113,-0.70105445,-0.8863694,0.5693959,1.2415012,2.8712034,1.1151105,-1.4707072,-2.9748418,-1.0503109,0.039719302,-2.9943352,-2.5521562,1.4679714,2.080883,209992-5-2-42.wav
0.30043206,0.5533159,0.2695545,8.37666,0.20994243,2953.131910502737,3675.005165836792,14.186735713629735,0.006239443,6409.716796875,0.0593849071557971,0.2753727159800981,(0.4031675457954407+0.0003486995992716402j),-66.70746,139.88065,-25.638264,26.382643,-24.937336,8.632852,-1.1629734,11.32888,12.937591,16.109457,-1.183396,-1.46846,-8.641154,-3.3758042,0.6513064,8.237976,8.610389,6.235179,0.28882477,-1.5847957,-8.491498,0.40200213,-0.950965,5.1834626,5.1472263,1.4620762,-2.789043,0.6439554,-3.744629,1.171678,-2.3819916,-0.31769046,-4.1616044,-1.33206,-1.7190938,-0.8350685,0.6236248,0.87990016,-0.81361413,-4.2267942,105289-8-2-2.wav
0.121038914,0.49280062,0.2538412,1.7874929,0.039236203,488.646149713541,796.4743080738969,14.868000657348443,0.64087665,713.2795516304348,0.009692028985507247,0.047686866839596206,(0.1570889800786972-0.05167321860790253j),-465.86685,47.51567,13.370099,3.7844157,-6.9068184,-10.654563,-9.289121,-8.9115305,-2.666262,-1.265058,-6.207093,-4.8232174,-1.9774315,-1.243322,0.61145544,0.55579406,1.5388899,5.1198545,4.0131893,1.3706331,3.360612,3.176836,-0.5669181,0.057179593,2.467863,0.83020186,-1.0668316,-0.19810711,0.21640603,-0.121650875,-1.205327,-2.3185177,-0.46452886,1.2761028,-0.22738199,-1.2826643,0.13704133,0.93733263,0.50146955,-0.46020085,157950-3-0-0.wav
0.05776275,0.51231694,0.24526398,0.34859186,0.015399083,307.4197199148364,296.54788690187246,12.46106386399203,0.916586,626.2105129076087,0.004690330615942029,0.008464151544597027,(0.03151535242795944-0.017628727480769157j),-536.44183,9.83877,-5.4013176,3.7396028,-2.8365233,-0.065777585,-0.9114466,0.98728365,0.66290724,-0.24451526,0.6557632,0.28712207,0.6595022,0.2724986,0.27094916,0.43687117,0.43130812,0.3670031,0.19111262,0.3324461,0.18152994,0.27409014,0.2451734,0.25266364,0.19309582,0.18498439,-0.030381946,-0.07102063,0.10200731,0.37931913,0.14506392,0.23034628,0.22036363,0.2471564,0.17961732,0.3100344,0.18100305,0.34695128,0.20623788,0.13778828,159708-6-5-0.wav
0.42947152,0.6828824,0.2805214,0.7198273,0.06943386,2156.8675485923286,1321.5678409563036,20.270167663145873,2.2269094e-06,3727.927989130435,0.09724156476449275,0.2442965117288829,(0.370765745639801+0.0024236447643488646j),-251.7444,222.04224,-101.54762,-21.957483,50.268585,-26.295706,3.4135385,40.002796,-17.27407,-11.5531,23.077726,-3.981066,-5.7804227,11.763022,-5.7306466,-2.667393,9.562043,-7.0548306,-2.9118843,10.063719,-4.0079885,-1.897981,8.0995655,-6.5524554,-5.114643,8.700525,-1.3444357,-4.2437024,5.121288,-1.0291481,-1.4879776,4.375338,-4.6225753,-3.9596603,6.316193,0.013435341,-2.7707882,3.72056,-1.6354271,-2.6757314,61503-2-0-5.wav
0.37979072,0.4967778,0.23393956,6.9897428,0.1936943,1200.3362240490733,2663.0425474087156,15.587953279661324,0.00026078802,1714.979194972826,0.019297724184782608,0.27744700933727523,(0.39113450050354004+0.0001827398664318025j),-206.21236,189.598,4.8433037,18.161455,6.465557,-0.57923645,-2.793755,10.60628,14.68416,9.966916,18.536226,16.72603,4.436665,3.995886,4.1239047,1.6546849,-4.2658014,1.2875187,4.764904,3.8847055,0.83751965,4.273252,2.5838091,-2.043353,-1.5641648,1.6258191,2.170931,4.0600467,4.1445293,4.6094065,3.5004709,0.3665865,-0.02841965,-0.8981839,-2.7447314,-1.8836318,1.746063,2.9150114,0.06625508,1.3334726,173891-9-0-2.wav
0.3677233,0.6908383,0.27977702,6.0366535,0.1689276,2272.491900681377,3356.4170197593016,14.535480843740512,0.0028782676,4478.594174592391,0.04136096014492754,0.26156855358569175,(0.4270852506160736+0.0008231986430473626j),-143.35756,153.88329,-15.216186,32.476624,2.1455855,13.6478405,6.9363275,11.428784,14.018417,11.235624,-1.9567243,-4.5243344,-5.7464285,1.6764033,3.3258219,7.010434,4.878933,0.4207286,-6.136368,-0.7069271,-9.496325,0.5881182,-1.8754287,1.6336592,-2.1398606,-3.048304,-4.1952186,-2.0887833,-4.11433,0.21379451,-2.0498564,-0.109867126,-4.622266,-2.315286,-2.2664957,0.013620791,0.94899833,-0.066504724,-3.7452672,-4.665307,105289-8-0-0.wav
0.6142854,0.6974673,0.28172278,4.4545712,0.20699489,4161.921359343909,3166.849167070785,16.06722184462188,0.0017070943,7671.063179347826,0.17382954030797101,0.2869386785248816,(0.40394094586372375+0.0007992746541276574j),-34.4463,135.2762,-110.01773,65.80533,-63.342754,29.172956,-29.348888,22.833803,-12.862457,8.975756,3.8928537,2.0183458,5.892797,-5.1484466,-0.80332375,-8.104556,18.19195,-10.981978,7.7272916,-8.021672,3.678632,-4.1291943,1.9327865,5.6098185,-1.0671799,6.399402,-3.921265,3.7510777,-6.237205,2.0091064,-2.8632782,3.9260738,-0.95186114,5.009073,-1.5837109,-1.4751087,1.097642,-4.399733,-0.502173,-1.7024916,71529-4-1-3.wav
